name,lat,lng,category,Status,Area,Amount of waste disposed,Annual capacity,Population served
SAMPSON COUNTY LANDFILL 2,34.978760231549614,-78.46011556684971,Sanitary Landfills,Active,54.8,8500000.0,1054304,We need your support
SOUTH WAKE LANDFILL (NEW),35.675267817813435,-78.85171808302402,Sanitary Landfills,Active,76.5,331816.0,457000,We need your support
LAREDO LANDFILL,27.5424240923436,-99.5830753234451,Sanitary Landfills,Active,59.0,3111258.0,196445,400000
MORELIA LANDFILL,19.6945318289205,-101.35090649597,Sanitary Landfills,Active,45.0,1382560.0,274480,750000
QUERETARO LANDFILL,20.677061032852247,-100.49251572394178,Sanitary Landfills,Active,20.0,4215279.0,350035,800000
NAUCALPAN LANDFILL,19.49515527248290,-99.30043554369240,Sanitary Landfills,Active,28.0,1694129.0,219255,800000
TUXTLA GUTIERREZ LANDFILL,16.6666235571256,-93.1964147536277,Sanitary Landfills,Active,43.0,1016492.0,206375,550000
COMALCALCO LANDFILL,18.228747138547195,-93.25015268427506,Sanitary Landfills,Active,30.0,51100.0,25550,180000
KRUSEVAC LANDFILL,43.647778,21.283889,Sanitary Landfills,Active,5.0,641489.0,23300,We need your support
HAMPTON DOWNS LANDFILL,-37.37133543566286,175.0593837350607,Sanitary Landfills,Active,360.0,28000000.0,709000,We need your support
COLSON ROAD LANDFILL,-39.058109386579495,174.12337224930525,Sanitary Landfills,Active,75.0,340000.0,50000,We need your support
BONNY GLEN LANDFILL,-40.05168220086104,175.27852457016706,Sanitary Landfills,Active,75.0,100000.0,6000,We need your support
LEVIN LANDFILL,-40.60909082289888,175.2120379731059,Sanitary Landfills,Active,4.25,300000.0,10000,We need your support
SPICER VALLEY LANDFILL,-41.161969306742655,174.8151246830821,Sanitary Landfills,Active,60.9,1130000.0,62000,53000
SOUTHERN LANDFILL,-41.32333153000293,174.74635921418667,Sanitary Landfills,Active,25.0,3530000.0,We need your suppo,We need your support
KATE VALLEY LANDFILL,-43.09897889381019,172.83169113099575,Sanitary Landfills,Active,37.0,10000000.0,300000,We need your support
SIOUX FALLS REGIONAL SANITARY LANDFILL,43.50265421158541,-96.9286997616291,Sanitary Landfills,Active,286.9,10180000.0,178321,We need your support
CITY OF MITCHELL LANDFILL,43.664240923889004,-97.97213472425938,Sanitary Landfills,Inactive,64.7,746864.0,30000,We need your support
BROOKINGS LANDFILL,44.342129537628885,-96.73512138426304,Sanitary Landfills,Active,97.1,322471.0,32000,40000
TRI-COUNTY LANDFILL,43.76063537613053,-99.21019949018955,Sanitary Landfills,Active,16.2,100000.0,14000,We need your support
VERMILLION LANDFILL,42.83225090987329,-96.97690643370152,Sanitary Landfills,Active,32.4,250000.0,26000,We need your support
RAPID CITY LANDFILL,44.02769382440326,-103.19973863661289,Sanitary Landfills,Active,182.5,3000000.0,140000,We need your support
WATERTOWN REGIONAL LANDFILL,44.84624087468106,-97.0847312361002,Sanitary Landfills,Active,64.7,486908.0,38700,We need your support
WEBSTER PARISH LANDFILL,32.63198599310893,-93.39493431150913,Sanitary Landfills,Active,31.6,500000.0,34912,We need your support
JEFFERSON DAVIS PARISH LANDFILL,30.271429597255807,-92.8627260401845,Sanitary Landfills,Active,89.0,4920000.0,540000,We need your support
ST. LANDRY PARISH LANDFILL,30.682858982119512,-92.06528820097446,Sanitary Landfills,Active,14.2,1543809.0,77771,We need your support
WOODSIDE LANDFILL AND RECYCLING CENTER,30.487404897070714,-90.82463577389717,Sanitary Landfills,Active,213.3,1126745.0,559046,We need your support
PRISTINA LANDFILL,42.667228864670605,21.06254182755947,Sanitary Landfills,Active,20.0,264000.0,80185,730000
RIVER BIRCH LANDFILL,29.931750211761884,-90.25844492018223,Sanitary Landfills,Active,121.4,7500000.0,1000000,We need your support
BREVARD COUNTY CENTRAL DISPOSAL FACILITY,28.399216828583647,-80.8258668333292,Sanitary Landfills,Active,77.7,14665000.0,724000,We need your support
BRIDGEWAY ACRES LANDFILL,27.86827526521327,-82.67601169645786,Sanitary Landfills,Active,285.3,2850000.0,1722314,We need your support
ZEMEL ROAD LANDFILL,26.795478992276543,-81.96128446608782,Sanitary Landfills,Active,43.7,1145250.0,188475,We need your support
CITRUS COUNTY LANDFILL,28.852145479123127,-82.43657190352678,Sanitary Landfills,Active,12.1,1400000.0,111660,We need your support
NAPLES SANITARY LANDFILL COLLIER COUNTY,26.163066658495158,-81.65861763060093,Sanitary Landfills,Active,125.8,5687626.0,352152,We need your support
SOUTH DADE SOLID WASTE DISPOSAL FACILITY,25.542443285174592,-80.34654535353184,Sanitary Landfills,Active,121.4,13918741.0,1042000,We need your support
TRAIL RIDGE LANDFILL,30.226276490925418,-82.04603590071201,Sanitary Landfills,Active,395.4,4677128.0,686400,We need your support
PERDIDO LANDFILL,30.576063803615217,-87.39652790129185,Sanitary Landfills,Active,171.6,7580000.0,305760,We need your support
INDIAN RIVER COUNTY LANDFILL CLASS I,27.57967529201622,-80.48759300261736,Sanitary Landfills,Active,111.3,3279720.0,156219,We need your support
SPRINGHILL REGIONAL LANDFILL,30.92175919546368,-85.43109096586704,Sanitary Landfills,Active,183.3,6279177.0,370500,We need your support
AUCILLA AREA SW FACILITY CLASS I AND 2,30.46075405758111,-83.6098925024271,Sanitary Landfills,Active,8.5,204490.0,40898,We need your support
SAUK TRAIL HILLS DEVELOPMENT LANDFILL,42.26881397215010,-83.45740843797100,Sanitary Landfills,Active,54.1,3000000.0,1070750,We need your support
SARPY COUNTY LANDFILL,41.100259582063,-96.1625100846557,Sanitary Landfills,Active,30.8,2800000.0,163067,We need your support
G AND P DEVELOPMENT LANDFILL,40.74769621260850,-97.052674936272,Sanitary Landfills,Active,32.4,780000.0,77165,We need your support
NORTHEAST NEBRASKA SOLID WASTE COALITION,41.78410632228880,-97.09122532380370,Sanitary Landfills,Active,30.0,183000.0,94552,We need your support
ANN ARBOR LANDFILL,42.22745590755910,-83.70303831034240,Sanitary Landfills,Inactive,202.3,2740000.0,We need your suppo,We need your support
"VEOLIA ES ARBOR HILLS LANDFILL, Inc.",42.40137320282930,-83.55633312401190,Sanitary Landfills,Active,103.7,40629985.0,1859247,We need your support
CITIZENS DISPOSAL LANDFILL,42.90464855733650,-83.72412794749900,Sanitary Landfills,Active,26.2,4000000.0,429000,We need your support
"CITY SAND AND LANDFILL, Inc.",42.11026893234410,-83.49455335962860,Sanitary Landfills,Inactive,93.1,13600000.0,We need your suppo,We need your support
OTTAWA COUNTY FARMS LANDFILL,43.04959977355550,-85.94828669742270,Sanitary Landfills,Active,62.6,9000000.0,745967,We need your support
"PEOPLE'S LANDFILL, Inc.",43.17498397206790,-83.83604805365900,Sanitary Landfills,Active,32.6,3100000.0,343200,We need your support
RIVERVIEW LAND PRESERVE,42.16014849672350,-83.21292130019090,Sanitary Landfills,Active,85.5,21523745.0,572000,We need your support
VENICE PARK RECYCLING AND DISPOSAL FACILITY,42.9812209035456,-83.9673034815189,Sanitary Landfills,Active,35.5,4000000.0,508995,We need your support
GRANGER WOOD ROAD LANDFILL,42.7721383977454,-84.529743809835,Sanitary Landfills,Active,35.6,5502516.0,257000,We need your support
BRENT RUN LANDFILL,43.175042343829,-83.8360991922952,Sanitary Landfills,Active,27.2,2000000.0,686000,We need your support
CARLETON FARMS LANDFILL,42.09274575915,-83.4340391248798,Sanitary Landfills,Active,79.7,1000000.0,We need your suppo,We need your support
OAKLAND HEIGHTS DEVELOPMENT,42.7049129843187,-83.2480196618497,Sanitary Landfills,Active,37.6,3000000.0,715000,We need your support
FOREST LAWN LANDFILL,41.7658553203385,-86.6521774745389,Sanitary Landfills,Active,74.8,5101348.0,1514773,We need your support
WHITEFEATHER LANDFILL,43.9018318886669,-83.9524831442395,Sanitary Landfills,Active,15.0,1868900.0,76076,We need your support
VIENNA JUNCTION INDUSTRIAL PARK LANDFILLl,41.735414480771,-83.5104889368184,Sanitary Landfills,Active,54.3,1000000.0,We need your suppo,We need your support
C AND C LANDFILL,42.3567230757893,-85.0117992925166,Sanitary Landfills,Active,25.2,6876300.0,278850,We need your support
ADRIAN LANDFILL,41.8914188719286,-83.9883346195955,Sanitary Landfills,Active,46.1,1000000.0,142879,We need your support
WOODLAND MEADOWS LANDFILL-VAN BUREN,42.2623347319348,-83.4330159384584,Sanitary Landfills,Active,70.8,13800000.0,1900000,We need your support
EAGLE VALLEY LANDFILL,42.7272812873366,-83.254647818997,Sanitary Landfills,Active,41.1,5700000.0,614156,We need your support
WESTSIDE RECYCLING AND DISPOSAL FACILITY,41.9256692372609,-85.6773548921516,Sanitary Landfills,Active,46.6,3000000.0,We need your suppo,We need your support
GRANGER GRAND RIVER LANDFILL,42.7911692674736,-84.6897475190359,Sanitary Landfills,Active,7.8,4762800.0,216000,We need your support
MUSKEGON DPW TYPE II LANDFILL,43.2373679205175,-86.0107420608831,Sanitary Landfills,Inactive,34.9,2733000.0,121623,We need your support
SOUTHEAST BERRIEN COUNTY LANDFILL,41.8089227434129,-86.3289645953668,Sanitary Landfills,,,,,
AUTUMN HILLS RECYCLING AND DISPOSAL FACILITY,42.7787145785386,-85.918096586829,Sanitary Landfills,Active,29.4,3000000.0,567038,We need your support
SMITHS CREEK LANDFILL,42.9067266631782,-82.5959036564966,Sanitary Landfills,Active,57.6,3580000.0,180000,We need your support
"CENTRAL SANITARY LANDFILL, Inc.",43.328821889294,-85.5082335136474,Sanitary Landfills,Active,22.6,1620000.0,243962,We need your support
"CITY ENV. SERVICES, Inc. OF WATERS",44.8500573095731,-84.684121214945,Sanitary Landfills,Active,42.0,867692.0,229219,We need your support
COVE LANDFILL OF BAD AXE Inc.,43.7193957334002,-83.0542036528564,Sanitary Landfills,Active,11.4,462000.0,186903,We need your support
GLEN' S SANITARY LANDFILL Inc.,44.7878510824078,-85.841099976222,Sanitary Landfills,Active,16.3,661743.0,143069,We need your support
K AND W LANDFILL,46.7857920286082,-89.1303770474117,Sanitary Landfills,Active,17.3,850000.0,66406,We need your support
KENT COUNTY- SOUTH KENT LANDFILL,42.7736995979609,-85.6760692033145,Sanitary Landfills,Active,49.9,3500000.0,168000,We need your support
MANISTEE COUNTY LANDFILL,44.1870890176834,-86.2714670709472,Sanitary Landfills,Active,30.0,912000.0,143779,We need your support
"MENOMINEE LANDFILL (MICHIGAN ENVIRONS, Inc.)",45.1847644904489,-87.6322658249013,Sanitary Landfills,Active,21.1,1500000.0,203026,We need your support
NORTHERN OAKS RECYCLING AND DISPOSAL FACILITY,43.9995632619738,-84.8128475220039,Sanitary Landfills,Active,20.4,1260000.0,193321,We need your support
ORCHARD HILL LANDFILL,42.1685920271195,-86.286725289211,Sanitary Landfills,Active,41.4,3500000.0,191717,We need your support
CITY OF MIDLAND SANITARY LANDFILL,43.6357737539943,-84.1754908288492,Sanitary Landfills,Active,49.2,1100000.0,105000,We need your support
TRI CITY RDF,43.4353880105793,-82.72408209141,Sanitary Landfills,Active,17.0,1988341.0,We need your suppo,We need your support
ALCOA-MARYVILLE-BLOUNT COUNTY LANDFILL,35.7391682156544,-84.0573229733329,Sanitary Landfills,Inactive,14.2,1986401.0,59558,We need your support
BI-COUNTY LANDFILL,36.539422581197,-87.5482451294261,Sanitary Landfills,Active,51.8,2800000.0,187200,We need your support
BORDEAUX LANDFILL,36.170191697936,-86.844534338623,Sanitary Landfills,Inactive,121.4,3850150.0,132959,We need your support
BRADLEY COUNTY LANDFILL,35.1580452100932,-84.9669940812112,Sanitary Landfills,Active,17.4,1595853.0,93600,We need your support
CEDAR RIDGE LANDFILL,35.4606583211545,-86.835399269242,Sanitary Landfills,Active,323.8,2500000.0,376500,We need your support
DECATUR COUNTY LANDFILL,35.4867617825209,-88.0801963463487,Sanitary Landfills,,,,,
DICKSON COUNTY LANDFILL,36.0664777471676,-87.4283727415389,Sanitary Landfills,Inactive,30.0,724581.0,22880,We need your support
WEST CAMDEN SANITARY LANDFILL,36.0527015447095,-88.1411553158433,Sanitary Landfills,Active,65.6,8727773.0,355730,We need your support
IRIS GLEN LANDFILL,36.3293967675205,-82.3327467423973,Sanitary Landfills,Active,27.5,3500000.0,325000,We need your support
LOUDON COUNTY SANITARY LANDFILL,35.7484147899653,-84.4113608696412,Sanitary Landfills,Active,27.1,900000.0,43200,We need your support
McMINN COUNTY LANDFILL,35.3875456740406,-84.5856062803344,Sanitary Landfills,Active,53.8,231996.0,43758,We need your support
McNAIRY COUNTY LANDFILL,35.2145609949034,-88.517979499475,Sanitary Landfills,Inactive,35.6,700637.0,54912,We need your support
MIDDLE POINT LANDFILL,35.9374381784581,-86.3668729583969,Sanitary Landfills,Active,838.0,12556163.0,1092000,We need your support
PICKETT COUNTY LANDFILL,36.5625286249178,-85.1190140300073,Sanitary Landfills,Active,21.0,60435.0,3432,We need your support
RHEA COUNTY LANDFILL,35.5604602647575,-84.9116970107458,Sanitary Landfills,Active,139.6,616688.0,24310,We need your support
"SEVIER SOLID WASTE, INCORPORATED",35.8183157758771,-83.5499976172182,Sanitary Landfills,Active,4.1,253402.0,17160,We need your support
CARTER VALLEY LANDFILL,36.5454628460655,-82.7869214089538,Sanitary Landfills,Active,46.5,12723765.0,312000,We need your support
CITY OF CHATTANOOGA LANDFILL,35.2013093724484,-85.0739887663703,Sanitary Landfills,Active,12.1,1500000.0,80000,We need your support
ANGUILLA LANDFILL,17.6984386054228,-64.7816995472171,Sanitary Landfills,Inactive,14.2,2200000.0,100000,We need your support
BOVONI LANDFILL,18.3115043362071,-64.8848885911239,Sanitary Landfills,Inactive,13.8,1500000.0,85000,We need your support
ORCHARD RIDGE RDF,43.181576729089,-88.0757813247882,Sanitary Landfills,Active,60.7,28174968.0,687500,We need your support
RALEIGH COUNTY SWA,37.8272113992,-81.1650665659885,Sanitary Landfills,Active,9.3,1600000.0,128484,We need your support
MEADOWFILL LANDFILL,39.3366421712798,-80.2575069511775,Sanitary Landfills,Active,71.9,2250000.0,269544,We need your support
LCS SERVICES LANDFILL,39.5714297754422,-77.9906971154746,Sanitary Landfills,Active,27.1,1934347.0,130308,We need your support
S AND S GRADING Inc. LANDFILL,39.2211423765028,-80.408328390213,Sanitary Landfills,Active,26.7,660000.0,70740,We need your support
NORTHWESTERN COMPANY DISPOSAL LANDFILL,39.2502841712002,-81.4934836369441,Sanitary Landfills,Active,23.5,4100000.0,228732,We need your support
TUCKER COUNTY SOLID WASTE AUTHORITY LANDFILL,39.14394831844,-79.4704356792589,Sanitary Landfills,Inactive,24.2,2076056.0,76056,We need your support
MERCER COUNTY LANDFILL,37.3283973570991,-81.1258505042991,Sanitary Landfills,Active,16.2,1400000.0,47100,We need your support
GREENBRIER COUNTY LANDFILL,37.8195709969124,-80.3815844447441,Sanitary Landfills,Active,72.8,780000.0,44460,We need your support
NICHOLAS COUNTY SOLID WASTE AUTHORITY LANDFILL,38.3316365788095,-80.6947820531473,Sanitary Landfills,,,,,
SHORT CREEK SANITARY LANDFILL,40.1480251528179,-80.6404138358812,Sanitary Landfills,Active,46.5,2985349.0,216540,We need your support
WETZEL COUNTY LANDFILL,39.6044400316229,-80.8625680543623,Sanitary Landfills,Active,56.3,1000000.0,60000,We need your support
BROOKE COUNTY LANDFILL (SUBTITLE D),40.379005745313,-80.5776062715673,Sanitary Landfills,,,,,
SOUTH EAST NEW TERRITORIES LANDFILL,22.2820827,114.2801312,Sanitary Landfills,Active,100.0,33288000.0,1752000,We need your support
WEST NEW TERRITORIES LANDFILL,22.4214327,113.9344561,Sanitary Landfills,Active,110.0,46720000.0,2336000,We need your support
GAMODUBU LANDFILL,-24.48614571803265,25.71410615,Sanitary Landfills,Active,30.0,316000.0,79000,427232
